RecordNumber,MediaURN,Title,Publisher,StartDate,StartTime,EndTime,Description,MediaType,CallNumber
1523,1521,"Latest News","Russia Today",21/08/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001523
1542,1540,"News, Sport and Weather","Russia Today",22/08/2010,11:00:00,11:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001542,,,,
1558,1556,"News, Sport and Weather","Russia Today",23/08/2010,09:00:00,09:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001558,,,,
1576,1574,"News, Sport and Weather","Russia Today",24/08/2010,07:00:00,07:55:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001576,,,,
1636,1635,"News, Sport and Weather","Russia Today",25/08/2010,17:00:00,17:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001636,,,,
1643,1642,"News, Sport and Weather","Russia Today",26/08/2010,17:00:00,17:55:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001643,,,,
1678,1677,"Latest News","Russia Today",27/08/2010,17:00:00,17:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001678
1697,1696,"Latest News","Russia Today",28/08/2010,15:00:00,15:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001697
1713,1712,"News, Sport and Weather","Russia Today",29/08/2010,11:00:00,11:58:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001713,,,,
1728,1727,"News, Sport and Weather","Russia Today",30/08/2010,09:00:00,09:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001728,,,,
1750,1749,"News, Sport and Weather","Russia Today",31/08/2010,09:00:00,09:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001750,,,,
1799,1798,"News, Sport and Weather","Russia Today",01/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001799,,,,
1821,1820,"News, Sport and Weather","Russia Today",02/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001821,,,,
1841,1840,"Latest News","Russia Today",03/09/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001841
1859,1858,"Latest News","Russia Today",04/09/2010,15:00:00,15:26:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001859
1875,1874,"News, Sport and Weather","Russia Today",05/09/2010,11:00:00,11:58:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001875,,,,
1904,1907,"News, Sport and Weather","Russia Today",06/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001904,,,,
1928,1936,"News, Sport and Weather","Russia Today",07/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001928,,,,
1952,1960,"News, Sport and Weather","Russia Today",08/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001952,,,,
1972,1980,"News, Sport and Weather","Russia Today",09/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000001972,,,,
2012,2020,"Latest News","Russia Today",10/09/2010,15:00:00,15:56:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002012
2032,2040,"Latest News","Russia Today",11/09/2010,11:00:00,11:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002032
2050,2058,"News, Sport and Weather","Russia Today",12/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002050,,,,
2103,2111,"News, Sport and Weather","Russia Today",13/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002103,,,,
2122,2130,"News, Sport and Weather","Russia Today",14/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002122,,,,
2148,2156,"News, Sport and Weather","Russia Today",15/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002148,,,,
2172,2180,"News, Sport and Weather","Russia Today",16/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002172,,,,
2198,2206,"Latest News","Russia Today",17/09/2010,15:00:00,15:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002198
2220,2228,"Latest News","Russia Today",18/09/2010,11:00:00,11:26:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002220
2258,2266,"News, Sport and Weather","Russia Today",19/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW",Video,BNT000002258,,,,
2278,2286,"News, Sport and Weather","Russia Today",20/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002278,,,,
2302,2310,"News, Sport and Weather","Russia Today",21/09/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002302,,,,
2351,2359,"News, Sport and Weather","Russia Today",22/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002351,,,,
2370,2378,"News, Sport and Weather","Russia Today",23/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002370,,,,
2395,2403,"Latest News","Russia Today",24/09/2010,15:00:00,15:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002395
2415,2423,"Latest News","Russia Today",25/09/2010,15:00:00,15:29:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002415
2457,2465,"News, Sport and Weather","Russia Today",27/09/2010,19:00:00,19:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002457,,,,
2476,2484,"News, Sport and Weather","Russia Today",28/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002476,,,,
2497,2505,"News, Sport and Weather","Russia Today",29/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002497,,,,
2520,2528,"News, Sport and Weather","Russia Today",30/09/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002520,,,,
2545,2553,"Latest News","Russia Today",01/10/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002545
2566,2574,"Latest News","Russia Today",02/10/2010,11:00:00,11:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW}",Video,BNT000002566
2586,2594,"News, Sport and Weather","Russia Today",03/10/2010,11:00:00,11:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002586,,,,
2623,2631,"News, Sport and Weather","Russia Today",04/10/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002623,,,,
2624,2632,"News, Sport and Weather","Russia Today",05/10/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002624,,,,
2670,2678,"News, Sport and Weather","Russia Today",06/10/2010,19:00:00,19:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002670,,,,
2671,2679,"News, Sport and Weather","Russia Today",06/10/2010,19:00:00,19:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002671,,,,
2672,2680,"News, Sport and Weather","Russia Today",06/10/2010,19:00:00,20:00:00,"News, Sport and Weather. For more information go to www.russiatoday.ru",Video,BNT000002672,,,,
2683,2691,"News, Sport and Weather","Russia Today",06/10/2010,19:00:00,19:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002683,,,,
2686,2694,"News, Sport and Weather","Russia Today",06/10/2010,19:00:00,19:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002686,,,,
2698,2706,"News, Sport and Weather","Russia Today",07/10/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002698,,,,
2719,2727,"Latest News","Russia Today",08/10/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002719
2740,2748,"Latest News","Russia Today",09/10/2010,11:00:00,11:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002740
2749,2757,"News, Sport and Weather","Russia Today",12/10/2010,15:00:00,15:55:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002749,,,,
2770,2778,"News, Sport and Weather","Russia Today",13/10/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002770,,,,
2794,2802,"News, Sport and Weather","Russia Today",14/10/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002794,,,,
2818,2826,"Latest News","Russia Today",15/10/2010,15:00:00,15:55:00,"Latest news update. For more information go to www.russiatoday.ru. With Live Interview ; Hugo Chavez. [AW]",Video,BNT000002818
2839,2847,"Latest News","Russia Today",16/10/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000002839
2856,2864,"News, Sport and Weather","Russia Today",17/10/2010,11:00:00,11:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002856,,,,
2871,2879,"News, Sport and Weather","Russia Today",18/10/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002871,,,,
2975,2983,"News, Sport and Weather","Russia Today",19/10/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000002975,,,,
3001,3009,"News, Sport and Weather","Russia Today",20/10/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003001,,,,
3032,3040,"News, Sport and Weather","Russia Today",21/10/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003032,,,,
3054,3062,"Latest News","Russia Today",22/10/2010,15:00:00,15:29:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003054
3140,3148,"Latest News","Russia Today",23/10/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003140
3094,3102,"News, Sport and Weather","Russia Today",24/10/2010,11:00:00,11:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003094,,,,
3146,3154,"News, Sport and Weather","Russia Today",25/10/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003146,,,,
3111,3119,"News, Sport and Weather","Russia Today",26/10/2010,15:00:00,15:55:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003111,,,,
3128,3136,"News, Sport and Weather","Russia Today",27/10/2010,11:00:00,11:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003128,,,,
3172,3180,"News, Sport and Weather","Russia Today",28/10/2010,13:00:00,13:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003172,,,,
3179,3187,"Latest News","Russia Today",29/10/2010,15:00:00,15:29:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003179
3238,3246,"Latest News","Russia Today",29/10/2010,15:00:00,15:27:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003238
3201,3209,"Latest News","Russia Today",30/10/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003201
3222,3230,"News, Sport and Weather","Russia Today",31/10/2010,11:00:00,11:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003222,,,,
3250,3258,"News, Sport and Weather","Russia Today",01/11/2010,15:00:00,15:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003250,,,,
3355,3363,"News, Sport and Weather","Russia Today",04/11/2010,17:00:00,17:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003355,,,,
3270,3278,"Latest News","Russia Today",05/11/2010,15:00:00,15:29:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003270
3286,3294,"Latest News","Russia Today",06/11/2010,15:00:00,15:29:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003286
3410,3418,"Latest News","Russia Today",06/11/2010,15:00:00,15:28:00,"Latest news update. For more information go to www.russiatoday.ru. [AW]",Video,BNT000003410
3301,3309,"News, Sport and Weather","Russia Today",07/11/2010,11:00:00,11:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003301,,,,
3377,3385,"News, Sport and Weather","Russia Today",08/11/2010,11:00:00,11:57:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003377,,,,
3444,3452,"News, Sport and Weather","Russia Today",09/11/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru [AW]",Video,BNT000003444,,,,
3394,3402,"News, Sport and Weather","Russia Today",10/11/2010,15:00:00,15:56:00,"News, Sport and Weather. For more information go to www.russiatoday.ru[AW]",Video,BNT000003394,,,,
